Place_1,Place_2,Name,Latitude,Longitude,Rating,Vicinity,Place_id,Open_Status,Phone_number,Dept,no_of_beds
,,Krishna Institute of Medical Sciences Bollineni Hospital Nellore,14.434504,79.96826999999998,3.3,"DARGAMITTA,NELLORE",353,UNKNOWN,8985841265,"radiology,vascular surgery,internal medicine,cardiovascular surgery,laboratory medicine,neurosurgery,cardiothoracic surgery,accident,plastic surgery,cardiology,orthopaedics,paediatrics,gynecology,specialty,gastroenterology,hepatology,urology,plastic,immunology,neurology,orthopedic surgery,anesthesiology,nephrology,emergency medicine,dental,endocrinology,oral and maxillofacial surgery,pediatric gastroenterology,thoracic surgery,rheumatology,pulmonology,dermatology,",20
,,SRI VENKATESWARA PRAJA VYDYASALA,17.775142000000006,83.244926,5.0,1991-02-01 00:00:00,354,UNKNOWN,9440573770,"pathology,hematology,radiology,microbiology,neurosurgery,pharmacology,radiation oncology,plastic surgery,cardiology,orthopaedics,paediatrics,general surgery,specialty,medical oncology,surgical oncology,forensic medicine,gastroenterology,urology,plastic,neurology,nephrology,dental,emergency medicine,pediatrics,endocrinology,rheumatology,psychiatry,oncology,dermatology,ophthalmology,nuclear medicine,",21
,,Narayana Medical College Hospital,14.425973,80.013642,4.1,"CHINTAREDDYPALEM,NELLORE.",355,UNKNOWN,8333814452,"specialty,pharmacology,emergency medicine,",87
,,DR PRAVEEN HOSPITAL,14.9117733,79.9883685,4.9,10-22-6,356,UNKNOWN,8332811471,"radiology,plastic,psychiatry,orthopedic surgery,cardiology,orthopaedics,paediatrics,vascular surgery,gynecology,general surgery,rheumatology,urology,oncology,allergy,dermatology,ophthalmology,obstetrics and gynecology,gastroenterology,",63
,,MYDHILI HOSPITAL,14.094397,79.884839,3.0,14/20,357,UNKNOWN,9966277111,"radiology,specialty,general surgery,dental,",44
,,C R Reddy Hospital,14.041884,79.831181,2.6,13-264,358,UNKNOWN,9059688325,"radiology,sports medicine,internal medicine,physical medicine and rehabilitation,laboratory medicine,neurosurgery,plastic surgery,cardiology,orthopaedics,specialty,adolescent,gastroenterology,urology,plastic,neurology,interventional radiology,nephrology,dental,geriatrics,allergy,endocrinology,psychiatry,pulmonology,public health,palliative care,oncology,dermatology,ophthalmology,nuclear medicine,",38
,,VIJETHA EYE HOSPITAL,14.454072199999999,79.98499190000003,3.3,15/274,359,UNKNOWN,8686506940,"pathology,plastic,specialty,oncology,ophthalmology,accident,",70
,,Modern Eye Hospital and Research Centre,14.449093,79.985187,3.4,16-II-99,360,UNKNOWN,9052455599,"medical research,ophthalmology,",52
,,NEPHROPLUS (DSR -NELLORE),14.32504,79.92323,3.6,"Government Genral Hospital,ACR medical college,Nellore",361,UNKNOWN,8185860166,,36
,,AMARAVATHI HOSPITALS,14.155244,79.92665799999997,3.1,14/267,362,UNKNOWN,8686585936,,43
,,RAINBOW SUPER SPECIALITY HOSPITAL,14.45205,79.985889,4.2,"16-2-686, GANDHINAGAR, NELLORE",363,UNKNOWN,9989999540,,24
,,DR HR SMART VISION EYE HOSPITAL,14.4495753,79.981812,3.6,16/2/109,364,UNKNOWN,9701363507,,73
,,Anvesh Mother and Child Hospital,14.1458203,79.851658,3.3,6-165-1,365,UNKNOWN,9550491351,"paediatrics,public health,infectious disease,pediatrics,infectious diseases,",9
,,TRINITY HOSPITAL,13.902374700000001,79.9040057,3.8,"1-151,SRI RAM NAGAR,NAIDUPET",366,UNKNOWN,9392116350,"pathology,sports medicine,vascular surgery,hematology,internal medicine,radiology,neurosurgery,cardiothoracic surgery,radiation oncology,plastic surgery,cardiology,gynecology,general surgery,specialty,surgical oncology,transplant surgery,gastroenterology,hepatology,urology,plastic,neurology,orthopedic surgery,anesthesiology,gynecologic oncology,podiatry,nephrology,emergency medicine,dental,pediatrics,geriatrics,occupational medicine,endocrinology,thoracic surgery,rheumatology,psychiatry,infectious disease,family medicine,oncology,neonatology,dermatology,ophthalmology,",61
,,ABHIRAM INSTITUTE OF MEDICAL SCIENCES,14.6256,79.622753,4.3,2/145,367,UNKNOWN,8333814879,"specialty,dental,",7
,,"Medicover Hospitals A Unit of Abhayanjaneya Health Care Private Limited, Nellore",14.436504000000001,79.999432,3.9,NH-5,368,UNKNOWN,8008104108,"radiology,vascular surgery,internal medicine,accident,cardiology,gynecology,general surgery,gastroenterology,urology,neurology,interventional radiology,anesthesiology,nephrology,emergency medicine,dental,pediatrics,psychiatry,pulmonology,dietetics,oncology,dermatology,",69
,,LOTUS HOSPITAL,14.448613,79.984412,3.0,1951-02-16 00:00:00,369,UNKNOWN,8297391033,"pathology,neurology,orthopedic surgery,cardiology,paediatrics,dental,gynecology,general surgery,family medicine,internal medicine,specialty,urology,allergy,radiology,ophthalmology,obstetrics and gynecology,gastroenterology,accident,",100
,,NIZAMS LITTLE STAR CHILDREN HOSPITAL,14.443859,79.978978,4.2,23/1045,370,UNKNOWN,9490477982,"paediatrics,public health,infectious disease,pediatrics,infectious diseases,",46
,,Dr G Vijayakumar Memorial Nellore Hospital,14.442876,79.980287,3.7,16/1/715/D,371,UNKNOWN,8985261921,,5
,,SRI SAI MULTISPECIALITY HOSPITAL,14.9117733,79.9883685,2.5,10-5-20A,372,UNKNOWN,9490230525,"pathology,internal medicine,radiology,microbiology,neurosurgery,plastic surgery,cardiology,orthopaedics,paediatrics,general surgery,specialty,gastroenterology,pediatric surgery,urology,plastic,neurology,anesthesiology,nephrology,dental,endocrinology,psychiatry,pulmonology,paediatric surgery,dietetics,neonatology,ophthalmology,",42
,,MADURAI NETRALAYA,14.4504119,79.9828324,4.2,164284/1KASTURIDEVINAGARPOGATHOTA,373,UNKNOWN,8985966872,"specialty,oncology,dental,ophthalmology,",5
,,MADURAI NETRALAYA,14.4504119,79.9828324,2.7,164284/1KASTURIDEVINAGARPOGATHOTA,374,UNKNOWN,9866194213,"specialty,oncology,dental,ophthalmology,",17
,,Venkataramana Nursing Home,17.727953,83.303026,4.3,ONGOLE,375,UNKNOWN,7702497606,"pediatrics,urology,neurology,general surgery,",43
,,PRAKASAM SUPER SPECIALITY HOSPITAL,15.511866,80.040459,3.9,37-169/49,376,UNKNOWN,8886749460,"specialty,orthopaedics,urology,neurology,",30
,,pandu children and multi speciality hospital,15.511574,80.04061800000002,2.5,37-1-169/33a,377,UNKNOWN,9494654370,"pathology,medical research,accident,plastic surgery,cardiology,orthopaedics,general surgery,specialty,urology,plastic,dental,allergy,oral and maxillofacial surgery,paediatric surgery,public health,palliative care,neonatology,oncology,ophthalmology,",20
,,aluri multispeclality hospital,15.511366,80.042075,2.6,7-1-169-79a,378,UNKNOWN,9440266364,,87
,,Dr. Kota Reddy Multi Speciality Hospital,15.219021,79.91308599999998,4.1,"Ongole,Prakasam",379,UNKNOWN,9985867220,"adolescent,public health,",77
,,ss medicare multispeciality hospital,15.80371,79.97745,3.2,32/273,380,UNKNOWN,6300143811,"urology,plastic,psychiatry,medical research,plastic surgery,orthopaedics,public health,nephrology,dental,specialty,neurology,oncology,neurosurgery,gastroenterology,accident,",93
,,GORANTLA SUPER SPECIALTY HOSPITAL,15.8261,80.3586,4.3,2021-01-01 00:00:00,381,UNKNOWN,9885553474,"specialty,orthopaedics,accident,",44
,,MUPPA ROSAIAH HOSPITAL,15.13,79.543,4.6,1953-01-19 00:00:00,382,UNKNOWN,7075809780,,98
,,KAKUMANI HOSPITAL,15.4932,80.0496,3.9,37-1-5-17,383,UNKNOWN,9866312481,"dental,",29
,,SRI PRASANTHI HOSPITAL AND TESTTUBE BABY CENTRE,15.375666,78.927992,3.5,37-1-169/33/B,384,UNKNOWN,9492469897,"pathology,medical research,accident,plastic surgery,cardiology,orthopaedics,general surgery,specialty,urology,plastic,dental,allergy,oral and maxillofacial surgery,paediatric surgery,public health,palliative care,neonatology,oncology,ophthalmology,",88
,,SRI KAMAKSHI CARE HOSPITAL,15.82891,80.35928,4.2,1980-01-09 00:00:00,385,UNKNOWN,9441967583,"cardiology,nephrology,dental,general surgery,allergy,ophthalmology,",94
,,Ongole Childrens Hospitals,15.511289999999999,80.03688000000002,4.9,20-6-130-A,386,UNKNOWN,9350712345,,54
,,SRIKARTHIKEYA CARDIAC CENTRE,15.511660000000001,80.03596999999998,4.5,1983-06-20 00:00:00,387,UNKNOWN,9440714596,"pathology,sports medicine,immunology,interventional radiology,cardiology,tropical medicine,pediatric cardiology,public health,dental,intensive care medicine,internal medicine,medical research,urology,neurology,radiology,oncology,neurosurgery,",20
,,SAI NURSING HOME,15.482289999999999,80.04656,2.5,1961-07-20 00:00:00,388,UNKNOWN,9581773494,,16
,,Vaatsalya Hospital,15.482211999999999,80.04665200000002,3.4,37-1-413/A,389,UNKNOWN,9849063217,,87
,,NEPHROPLUS (RIMS-ONGOLE),15.479070000000002,80.04831,4.8,"Rims,Bhagyanagar,Ongole,5th lane 523001,Ongole,Prakasham dist",390,UNKNOWN,9573739436,"pathology,psychiatry,orthopaedics,paediatrics,dental,general surgery,radiology,ophthalmology,microbiology,forensic medicine,pharmacology,",23
,,Manne Pardhasaradhi Memorial Hospital,15.51396,80.04241,4.8,3-319/2,391,UNKNOWN,9912445041,,91
,,MODERN EYE HOSPITAL AND RESEARCH CENTRE,15.493700800000001,80.0381287,4.0,7-13-1FIFTH LANE LAWYERPET EXTENTION,392,UNKNOWN,9849799210,,30
,,CHANDAMAMA CHILDRENS HOSPITAL,15.510703,80.039365,2.6,20/7/62(1),393,UNKNOWN,9052928666,"radiology,sports medicine,vascular surgery,internal medicine,physical medicine and rehabilitation,laboratory medicine,neurosurgery,plastic surgery,cardiology,orthopaedics,general surgery,specialty,adolescent,gastroenterology,urology,plastic,immunology,neurology,interventional radiology,nephrology,geriatrics,allergy,endocrinology,psychiatry,pulmonology,public health,palliative care,oncology,dermatology,ophthalmology,nuclear medicine,",15
,,AMRUTHA HEART HOSPITAL,15.516874,80.043713,3.3,4-46(36-1),394,UNKNOWN,9177773111,"cardiology,public health,",25
,,HCG Mnr Curie Cancer Centre Health Care Global Enterprises Ltd,15.527014999999999,80.048994,2.8,"RS NO:186/1, BESIDES GOVT ITI COLLEGE, Ongole, Prakasam",395,UNKNOWN,9966844503,"radiology,medical research,hematology,laboratory medicine,pharmacology,accident,plastic surgery,cardiology,radiation oncology,orthopaedics,paediatrics,gynecology,general surgery,specialty,medical oncology,surgical oncology,gastroenterology,urology,plastic,immunology,pathology,dental,allergy,endocrinology,oral and maxillofacial surgery,rheumatology,psychiatry,paediatric surgery,public health,palliative care,neonatology,oncology,ophthalmology,nuclear medicine,",91
,,SAI VEENA CHILDRENS HOSPITAL,15.514994,80.044451,3.8,"3-312, 60 FEET ROAD, ONGOLE, Prakasam",396,UNKNOWN,9440265128,,70
,,KAMALA NURSING HOME,15.512454,80.04651609999998,3.4,"34-1-166-13, kamala nursing ho",397,UNKNOWN,9247171500,,48
,,DGR HOSPITAL,15.379901,78.935668,3.8,8-7-21-21A,398,UNKNOWN,9849722099,"dental,",11
,,SRESHTA CHILDRENS HOSPITAL,15.515053400000001,80.0440522,2.6,SIXTY FEET ROAD,399,UNKNOWN,9491429897,"paediatrics,public health,infectious disease,pediatrics,allergy,infectious diseases,",38
,,RAVI MOTHER AND CHILDREN HOSPITAL,15.511152,80.03624,4.2,"T.S.NO:3/4 ,NIRMAL NAGAR,ANJAIAH ROAD,NEAR AKSHARA SCHOOL,ONGOLE",400,UNKNOWN,9849115523,,98
,,ANEESH KIDNEY CENTRE,15.51149,80.03886,4.6,"20-7-68,POWER OFFICE ROAD LAMBADI Donka ,Ongole,Prakasam district",401,UNKNOWN,9177690385,"urology,adolescent,public health,",78
,,SANGHAMITRA HOSPITALS PVT LTD,15.479076000000001,80.048275,4.4,58/2B,402,UNKNOWN,9550006366,"radiology,internal medicine,cardiothoracic surgery,plastic surgery,cardiology,orthopaedics,paediatrics,general surgery,specialty,surgical oncology,gastroenterology,urology,plastic,neurology,anesthesiology,dental,nephrology,emergency medicine,endocrinology,psychiatry,rheumatology,thoracic surgery,pulmonology,pediatric cardiology,dietetics,neonatology,dermatology,oncology,ophthalmology,",55
,,"Krishna Institute of Medical Scinces Ltd., Ongole.",15.534123000000001,80.05475,3.1,153/3A,403,UNKNOWN,8886642056,"radiology,vascular surgery,internal medicine,laboratory medicine,neurosurgery,accident,cardiology,orthopaedics,paediatrics,gynecology,specialty,gastroenterology,hepatology,urology,neurology,anesthesiology,orthopedic surgery,nephrology,emergency medicine,dental,pediatric gastroenterology,pulmonology,dermatology,ophthalmology,",54
,,SURAKSHA HOSPITAL,15.824048999999999,80.361428,4.0,62-2-58,404,UNKNOWN,9248388599,"pathology,neurology,cardiology,public health,tropical medicine,hematology,medical research,specialty,urology,radiology,oncology,dermatology,microbiology,general practice,endocrinology,gastroenterology,",66
,,PRASAD MULTI SPECIALITY HOSPITAL,15.497097,80.048688,4.7,37-1-382-6,405,UNKNOWN,9866408555,,54
,,ANJANI SUPER SPECIALITY HOSPITAL,15.514169,80.043906,3.6,3-3/304,406,UNKNOWN,9652668591,"pathology,plastic,neurology,pulmonology,cardiology,gynecology,general surgery,dental,nephrology,hematology,specialty,urology,oncology,radiology,ophthalmology,microbiology,neurosurgery,gastroenterology,",94
,,Janatha institute of medical sciences,15.50339,80.04249,4.6,5-1/1-1/A,407,UNKNOWN,9985494786,,32
,,SAI SINDHURA INSTITUTE OF MEDICAL SCIENCES,15.73245,79.26728,2.8,1-192,408,UNKNOWN,9493591517,,94
,,SHRI KANDULA OBULA REDDY HOSPITAL,15.73831,79.27032,2.5,4-255,409,UNKNOWN,9705362611,,68
,,AmmaChildrensHospital,15.512139999999999,80.03928,4.4,37-1-169,410,UNKNOWN,9963418533,"specialty,",86
,,SKR ICON SUPER SPECIALITY HOSPITAL,15.82729,80.35732,4.7,9-1-98/2,411,UNKNOWN,9966664131,"accident,",69
,,VASUDHAKALYAN MULTI SPECIALTY HOSPITAL,15.51175,80.0395,3.9,20-7-55-1,412,UNKNOWN,9849049046,,38
,,M S Baggu Sarojini Devi Hospital,18.309195000000006,83.897363,3.1,"2-2-131,ILLISIPURAM WEST,SRIKAKULAM,A.P.-532001",413,UNKNOWN,9701369913,"accident,",51
,,Sindhura Hospitals,18.306715,83.89305300000002,4.2,"NEW BRIDGE ROAD, DAY & NIGHT JUNCTION, SRIKAKULAM",414,UNKNOWN,9701548484,"radiology,sports medicine,vascular surgery,hematology,internal medicine,physical medicine and rehabilitation,laboratory medicine,neurosurgery,plastic surgery,cardiology,orthopaedics,gynecology,general surgery,specialty,gastroenterology,urology,plastic,immunology,neurology,interventional radiology,anesthesiology,nephrology,dental,geriatrics,allergy,endocrinology,rheumatology,psychiatry,dermatology,palliative care,oncology,ophthalmology,nuclear medicine,",77
,,NEPHROPLUS (RIMS SRIKAKULAM),18.31354,83.88591,5.0,"RIMS GOVERNAMENT GENRAL HOSPITAL,BALAGA,SRIKAKAULAM 532001",415,UNKNOWN,9985823984,,58
,,KIMS SAI SESHDRI HOSPITAL,18.304591000000002,83.881838,4.5,137,416,UNKNOWN,9848163689,"radiology,sports medicine,vascular surgery,internal medicine,physical medicine and rehabilitation,laboratory medicine,neurosurgery,accident,plastic surgery,cardiology,orthopaedics,paediatrics,general surgery,specialty,adolescent,gastroenterology,urology,plastic,neurology,interventional radiology,nephrology,dental,geriatrics,endocrinology,psychiatry,public health,infectious disease,family medicine,palliative care,oncology,dermatology,ophthalmology,nuclear medicine,",60
,,GMR Varalakshmi CARE Hospital,18.460122,83.661489,4.8,201/1/2/3/4/5/6,417,UNKNOWN,9666009884,"pathology,neurology,public health,cardiology,orthopaedics,nephrology,gynecology,dental,general surgery,specialty,internal medicine,pediatrics,adolescent,radiology,neonatology,dermatology,neurosurgery,urology,",61
,,GEMS HOSPITAL ADITYAEDUCATION SOCIETY,18.351573499999997,83.90259006,3.0,3-325,418,UNKNOWN,9391489207,,73
,,DR GOLIVI HOSPITAL PVT LTD,18.313598000000002,83.895432,5.0,G-5,419,UNKNOWN,9440584162,"oncology,medical research,dental,",92
,,P V S RAMA MOHANA RAO HOSPITAL,18.35434,83.75832,4.1,1942-01-01 00:00:00,420,UNKNOWN,8555881018,"specialty,orthopaedics,public health,accident,",88
,,AMRUTHA HOSPITAL,18.448529999999998,83.66858,4.1,6-615,421,UNKNOWN,9642143246,"pathology,vascular surgery,internal medicine,physical medicine and rehabilitation,radiology,microbiology,neurosurgery,radiation oncology,cardiology,orthopaedics,paediatrics,general surgery,medical oncology,surgical oncology,gastroenterology,craniofacial surgery,urology,hepatology,podiatric surgery,plastic,immunology,neurology,gynecologic oncology,nephrology,emergency medicine,dental,geriatrics,endocrinology,thoracic surgery,rheumatology,psychiatry,pulmonology,paediatric surgery,public health,respiratory medicine,oncology,neonatology,dermatology,ophthalmology,nuclear medicine,",14
,,Lions District 324 C1 Cancer Treatment And Research Center,17.744435,83.30834899999998,3.4,VISHAKAPATNAM,422,UNKNOWN,8333814507,"adolescent,public health,dental,",21
,,Vasugan Medical Specialities Pvt Ltd Indus Hospital-Vizag,17.710763,83.30266400000002,3.5,VISHAKAPATNAM,423,UNKNOWN,7780169437,"urology,plastic,sports medicine,neurology,psychiatry,cardiology,orthopaedics,paediatrics,nephrology,general surgery,pulmonology,rheumatology,pediatrics,thoracic surgery,oncology,microbiology,neurosurgery,cardiothoracic surgery,",12
,,Nri General Hospital,17.921612,83.426289,3.9,"plot no 45,SANGIVALASA, BHEEMUNIPATNAM MANDALAM-PIN - 531162 Visakhapatnam",424,UNKNOWN,9393111064,"pathology,psychiatry,orthopaedics,paediatrics,dental,general surgery,internal medicine,specialty,radiology,dermatology,ophthalmology,microbiology,forensic medicine,pharmacology,",38
,,Sree Sivani Multi Speciality Hospital and Research Institute Private Limited,17.707347,83.309442,2.6,"2 ND,LEFT LANE,COLLECTRATE OFFICE, BEACH ROAD, VIZAG-02",425,UNKNOWN,9848191332,,6
,,"LG Hospital,Vishakhapatnam",17.709537,83.305722,4.7,2017-01-17 00:00:00,426,UNKNOWN,9989747704,"radiology,immunology,dental,gynecology,general surgery,specialty,rheumatology,pediatrics,neonatology,obstetrics and gynecology,",93
,,STAR PINNACLE HEART CENTRE PVT LTD,17.763256,83.30787099999998,4.7,2012-11-10 00:00:00,427,UNKNOWN,9573888003,"urology,neurology,cardiology,dental,specialty,medical genetics,thoracic surgery,ophthalmology,cardiothoracic surgery,",78
,,HCG Pinnacle Cancer Centre,17.763757000000005,83.308289,4.1,2012-11-10 00:00:00,428,UNKNOWN,9000948949,"radiology,sports medicine,hematology,internal medicine,laboratory medicine,cardiology,radiation oncology,general surgery,specialty,medical oncology,surgical oncology,infectious diseases,gastroenterology,urology,plastic,anesthesiology,pathology,nephrology,emergency medicine,allergy,thoracic surgery,pulmonology,infectious disease,palliative care,oncology,nuclear medicine,",15
,,SMILECARE MULTISPECIALITY DURGA HOSPITAL,17.735985,83.271491,5.0,39-91108,429,UNKNOWN,9505639999,"allergy,dental,accident,",90
,,VISAKHA HOSPITALS AND DIAGNOSTICS LTD CARE HOSPITAL III,17.710109,83.304337,3.8,43-9-201,430,UNKNOWN,8143551943,"radiology,vascular surgery,hematology,neurosurgery,cardiothoracic surgery,plastic surgery,cardiology,gynecology,general surgery,specialty,gastroenterology,urology,plastic,neurology,anesthesiology,nephrology,emergency medicine,pediatrics,endocrinology,thoracic surgery,rheumatology,psychiatry,pulmonology,pediatric cardiology,dietetics,oncology,dermatology,ophthalmology,nuclear medicine,",71
,,RAGHAVENDRA HOSPITAL,17.686848,83.218497,3.9,49-54-10/A,431,UNKNOWN,9247980430,"specialty,orthopaedics,dental,",22
,,Shankar Foundation And Eye Institute,17.765801,83.220502,3.1,Visakhapatnam,432,UNKNOWN,8333814521,"pathology,ophthalmology,",5
,,KIMS ICON HOSPITAL(A Unit of ICON Krishi Institute of medical Sciences(P)Ltd),17.714422,83.195697,2.9,32-11-2,433,UNKNOWN,9866396969,"radiology,vascular surgery,internal medicine,cardiovascular surgery,laboratory medicine,neurosurgery,accident,plastic surgery,cardiology,orthopaedics,paediatrics,gynecology,specialty,adolescent,medical oncology,aerospace,surgical oncology,gastroenterology,hepatology,urology,plastic,immunology,neurology,orthopedic surgery,anesthesiology,nephrology,emergency medicine,dental,endocrinology,oral and maxillofacial surgery,rheumatology,psychiatry,pulmonology,oncology,dermatology,ophthalmology,",70
,,Care Hospital,17.727635999999997,83.294048,3.6,"MAIN  ROAD, VIZAG",434,UNKNOWN,9440192217,"radiology,vascular surgery,hematology,internal medicine,neurosurgery,cardiothoracic surgery,plastic surgery,cardiology,gynecology,general surgery,specialty,transplant surgery,gastroenterology,urology,plastic,neurology,anesthesiology,nephrology,emergency medicine,pediatrics,endocrinology,thoracic surgery,rheumatology,psychiatry,pulmonology,pediatric cardiology,dietetics,oncology,dermatology,ophthalmology,nuclear medicine,",31
,,Surya Sri Hospital Private Ltd.,17.708149,83.309822,3.7,"KRISHNA NAGAR,VIZAG",435,UNKNOWN,9949726259,"cardiology,specialty,general surgery,",72
,,Ms Mahatma Gandhi Cancer Hospital and Research Institute,17.743561,83.335603,4.8,"1/7  M.V.P.COLONY,VIZAG",436,UNKNOWN,8790962357,"radiology,medical research,hematology,microbiology,pharmacology,cardiology,plastic surgery,radiation oncology,gynecology,general surgery,specialty,medical oncology,surgical oncology,gastroenterology,urology,plastic,anesthesiology,nephrology,pathology,dental,pediatrics,obstetrics and gynecology,thoracic surgery,intensive care medicine,dietetics,palliative care,oncology,nuclear medicine,",47
,,Apollo Hospitals Enterprises Ltd - Vizag,17.717087,83.309211,2.9,"SIRIPURAM MAIN ROAD,VIZAG",437,UNKNOWN,9000074964,"radiology,neurosurgery,plastic surgery,cardiology,orthopaedics,specialty,surgical oncology,transplant surgery,gastroenterology,urology,colorectal surgery,plastic,neurology,anesthesiology,emergency medicine,dental,pathology,nephrology,pediatrics,oral and maxillofacial surgery,thoracic surgery,pulmonology,oncology,",6
,,Annapoorna Hopsital,17.727421,83.304804,2.7,"47-9-32, 3rd Lane, Dwarakanagar,VISAKHAPATNAM",438,UNKNOWN,9849555875,"radiology,sports medicine,vascular surgery,internal medicine,physical medicine and rehabilitation,laboratory medicine,neurosurgery,plastic surgery,cardiology,orthopaedics,general surgery,specialty,adolescent,gastroenterology,urology,plastic,neurology,interventional radiology,nephrology,dental,geriatrics,allergy,endocrinology,psychiatry,public health,palliative care,oncology,dermatology,ophthalmology,nuclear medicine,",51
,,Sagara Durga Hospital,17.70865,83.310973,3.5,"15 - 13 - 6, KRISHNA NAGAR, MAHARANI PETA , Visakhapatnam",439,UNKNOWN,9848343245,"adolescent,public health,",5
,,Pradhama Multi Speciality Hospitals and Reasearch Institute Ltd,17.747936,83.332012,4.8,1983-01-01 00:00:00,440,UNKNOWN,9440191344,"radiology,sports medicine,hematology,internal medicine,laboratory medicine,neurosurgery,cardiothoracic surgery,accident,radiation oncology,plastic surgery,cardiology,paediatrics,gynecology,general surgery,specialty,medical oncology,gastroenterology,urology,plastic,neurology,interventional radiology,anesthesiology,nephrology,emergency medicine,dental,endocrinology,thoracic surgery,psychiatry,pulmonology,paediatric surgery,oncology,neonatology,dermatology,ophthalmology,nuclear medicine,",91
,,Q ONE BONE AND JOINT HOSPITAL,17.762412,83.30797700000002,3.2,13-A,441,UNKNOWN,9100128279,"radiology,sports medicine,vascular surgery,hematology,internal medicine,physical medicine and rehabilitation,microbiology,neurosurgery,plastic surgery,cardiology,orthopaedics,paediatrics,gynecology,general surgery,pediatric endocrinology,specialty,gastroenterology,pediatric surgery,urology,plastic,immunology,neurology,orthopedic surgery,anesthesiology,podiatry,dental,pediatrics,allergy,endocrinology,rheumatology,pediatric gastroenterology,psychiatry,pulmonology,respiratory medicine,pediatric allergy and immunology,dermatology,pediatric rheumatology,ophthalmology,",45
,,S R HOSPITAL,17.752995000000006,83.217263,3.6,8-271,442,UNKNOWN,9908481651,"pathology,plastic,immunology,medical biochemistry,tropical medicine,public health,dental,emergency medicine,pediatrics,medical research,infectious disease,oncology,dermatology,microbiology,infectious diseases,forensic medicine,pharmacology,",91
,,Dr Demudubabu Kamala Nursing Home,17.740287,83.25079000000002,4.3,38-40-101,443,UNKNOWN,9949233428,"urology,nephrology,",68
,,SKE SUSRUTA INSTITUTE OF MEDICAL SCIENCES PVT LTD,17.764004,83.309054,4.5,14-A,444,UNKNOWN,9849125856,"oncology,medical research,dental,accident,",40
,,Padmaja Hospital,17.686733,83.203583,3.5,"OLD GAJUWAKA JUNCTION, VISAKHAPATNAM",445,UNKNOWN,9160673477,"urology,immunology,cardiology,dental,rheumatology,specialty,dermatology,",88
,,Sai Spoorthy Hospital,17.727512,83.303921,2.8,"47-9-35, 3rd LANE, DWARAKANAGAR,VISAKHAPATNAM.",446,UNKNOWN,9505905999,"radiology,sports medicine,vascular surgery,physical medicine and rehabilitation,neurosurgery,plastic surgery,cardiology,orthopaedics,general surgery,specialty,gastroenterology,urology,plastic,neurology,interventional radiology,nephrology,dental,geriatrics,endocrinology,psychiatry,oncology,dermatology,ophthalmology,",34
,,OMEGA HOSPITALS A UNIT OF VIZAG SPECIALITY HOSPITALS,17.763545,83.312278,2.5,"PLOT NO 4, HEALTHCITY ARILOVA",447,UNKNOWN,9971979623,"radiology,radiation oncology,dental,oncology,medical oncology,surgical oncology,nuclear medicine,",36
,,MyCure HospitalsA Unit of Sahrudaya Helath Care Private Limited,17.712295,83.31411800000002,2.8,DOOR NO 15-2-9,448,UNKNOWN,9902089933,,51
,,ABC HOSPITALS,17.706194,83.309211,4.5,"16-1-13, KGH BEACH DOWN, MANARANIPETA, OPP COSTAL BATTERY, Vizag 530002",449,UNKNOWN,9348442525,"urology,plastic,cardiology,nephrology,public health,dental,adolescent,accident,",49
,,GAJUWAKA HOSPITALS PVT LTD RK HOSPITAL,17.682535,83.196979,4.3,26-16-7,450,UNKNOWN,9866117777,"accident,",68
,,ADITYA MULTI CARE HOSPITAL,17.709989,83.304622,2.7,1933-01-18 00:00:00,451,UNKNOWN,8801145689,"urology,orthopaedics,plastic,",46
,,SURAKSHA HEALTH PARK PRIVATE LIMITED,17.73951,83.25545699999998,4.3,38-40-42/2,452,UNKNOWN,9866247304,,74
,,OMNI RK HOSPITAL A Unit of INCOR Hospitals Vizag PVT LTD,17.71874,83.311488,2.7,10-50-55,453,UNKNOWN,9490899640,"sports medicine,vascular surgery,internal medicine,neurosurgery,cardiology,orthopaedics,paediatrics,general surgery,specialty,gastroenterology,urology,neurology,dental,nephrology,emergency medicine,pediatrics,endocrinology,psychiatry,pulmonology,oncology,neonatology,dermatology,",55
,,SRADDHA HOSPITAL,17.708249,83.308516,3.1,14/37/45,454,UNKNOWN,7382465005,"urology,psychiatry,pulmonology,cardiology,paediatrics,gynecology,nephrology,neurology,radiology,ophthalmology,neurosurgery,",90
,,GITAM Institute of Medical Sciences and Research,17.784753,83.375013,3.2,5-168,455,UNKNOWN,9676190799,"urology,neurology,cardiology,paediatrics,dental,specialty,family medicine,gastroenterology,accident,",46
,,VENKATARAMA HOSPITAL,17.727952,83.303028,3.0,47-7-43,456,UNKNOWN,9877099945,"specialty,dental,",21
,,USHA PRIME MULTI SPECIALITY HOSPITAL A DIVISION OF CHILUKURI HEALTHCARE PVT LTD,17.687616000000006,83.001766,4.7,12-4-6/1,457,UNKNOWN,7396916666,,47
,,MyCure HospitalsA Unit of Sahrudaya Helath Care Private Limited,17.711063,83.302402,3.8,VISAKHAPATNAM,458,UNKNOWN,9701957666,"plastic,nephrology,psychiatry,dental,",61
,,ANBEACH HOSPITAL,17.707979,83.312253,4.6,15-9-13/24,459,UNKNOWN,9666447777,"radiology,public health,dental,specialty,adolescent,accident,",87
